,dates,end_of_week,end_of_month
2064,2011-08-15,False,False
2065,2011-08-16,False,False
2066,2011-08-17,False,False
2067,2011-08-18,False,False
2068,2011-08-19,True,False
2069,2011-08-22,False,False
2070,2011-08-23,False,False
2071,2011-08-24,False,False
2072,2011-08-25,False,False
2073,2011-08-26,True,False
2074,2011-08-29,False,False
2075,2011-08-30,False,False
2076,2011-08-31,False,True
2077,2011-09-01,False,False
2078,2011-09-02,True,False
2079,2011-09-06,False,False
2080,2011-09-07,False,False
2081,2011-09-08,False,False
2082,2011-09-09,True,False
2083,2011-09-12,False,False
2084,2011-09-13,False,False
2085,2011-09-14,False,False
2086,2011-09-15,False,False
2087,2011-09-16,True,False
2088,2011-09-19,False,False
2089,2011-09-20,False,False
2090,2011-09-21,False,False
2091,2011-09-22,False,False
2092,2011-09-23,True,False
2093,2011-09-26,False,False
2094,2011-09-27,False,False
2095,2011-09-28,False,False
2096,2011-09-29,False,False
2097,2011-09-30,True,True
2098,2011-10-03,False,False
2099,2011-10-04,False,False
2100,2011-10-05,False,False
2101,2011-10-06,False,False
2102,2011-10-07,True,False
2103,2011-10-10,False,False
2104,2011-10-11,False,False
2105,2011-10-12,False,False
2106,2011-10-13,False,False
2107,2011-10-14,True,False
2108,2011-10-17,False,False
2109,2011-10-18,False,False
2110,2011-10-19,False,False
2111,2011-10-20,False,False
2112,2011-10-21,True,False
2113,2011-10-24,False,False
2114,2011-10-25,False,False
2115,2011-10-26,False,False
2116,2011-10-27,False,False
2117,2011-10-28,True,False
2118,2011-10-31,False,True
2119,2011-11-01,False,False
2120,2011-11-02,False,False
2121,2011-11-03,False,False
2122,2011-11-04,True,False
2123,2011-11-07,False,False
2124,2011-11-08,False,False
2125,2011-11-09,False,False
2126,2011-11-10,False,False
2127,2011-11-11,True,False
2128,2011-11-14,False,False
2129,2011-11-15,False,False
2130,2011-11-16,False,False
2131,2011-11-17,False,False
2132,2011-11-18,True,False
2133,2011-11-21,False,False
2134,2011-11-22,False,False
2135,2011-11-23,False,False
2136,2011-11-25,True,False
2137,2011-11-28,False,False
2138,2011-11-29,False,False
2139,2011-11-30,False,True
2140,2011-12-01,False,False
2141,2011-12-02,True,False
2142,2011-12-05,False,False
2143,2011-12-06,False,False
2144,2011-12-07,False,False
2145,2011-12-08,False,False
2146,2011-12-09,True,False
2147,2011-12-12,False,False
2148,2011-12-13,False,False
2149,2011-12-14,False,False
2150,2011-12-15,False,False
2151,2011-12-16,True,False
2152,2011-12-19,False,False
2153,2011-12-20,False,False
2154,2011-12-21,False,False
2155,2011-12-22,False,False
2156,2011-12-23,True,False
2157,2011-12-27,False,False
2158,2011-12-28,False,False
2159,2011-12-29,False,False
2160,2011-12-30,True,True
2161,2012-01-03,False,False
2162,2012-01-04,False,False
2163,2012-01-05,False,False
2164,2012-01-06,True,False
2165,2012-01-09,False,False
2166,2012-01-10,False,False
2167,2012-01-11,False,False
2168,2012-01-12,False,False
2169,2012-01-13,True,False
2170,2012-01-17,False,False
2171,2012-01-18,False,False
2172,2012-01-19,False,False
2173,2012-01-20,True,False
2174,2012-01-23,False,False
2175,2012-01-24,False,False
2176,2012-01-25,False,False
2177,2012-01-26,False,False
2178,2012-01-27,True,False
2179,2012-01-30,False,False
2180,2012-01-31,False,True
2181,2012-02-01,False,False
2182,2012-02-02,False,False
2183,2012-02-03,True,False
2184,2012-02-06,False,False
2185,2012-02-07,False,False
2186,2012-02-08,False,False
2187,2012-02-09,False,False
2188,2012-02-10,True,False
2189,2012-02-13,False,False
2190,2012-02-14,False,False
2191,2012-02-15,False,False
2192,2012-02-16,False,False
2193,2012-02-17,True,False
2194,2012-02-21,False,False
2195,2012-02-22,False,False
2196,2012-02-23,False,False
2197,2012-02-24,True,False
2198,2012-02-27,False,False
2199,2012-02-28,False,False
2200,2012-02-29,False,True
2201,2012-03-01,False,False
2202,2012-03-02,True,False
2203,2012-03-05,False,False
2204,2012-03-06,False,False
2205,2012-03-07,False,False
2206,2012-03-08,False,False
2207,2012-03-09,True,False
2208,2012-03-12,False,False
2209,2012-03-13,False,False
2210,2012-03-14,False,False
2211,2012-03-15,False,False
2212,2012-03-16,True,False
2213,2012-03-19,False,False
2214,2012-03-20,False,False
2215,2012-03-21,False,False
2216,2012-03-22,False,False
2217,2012-03-23,True,False
2218,2012-03-26,False,False
2219,2012-03-27,False,False
2220,2012-03-28,False,False
2221,2012-03-29,False,False
2222,2012-03-30,True,True
2223,2012-04-02,False,False
2224,2012-04-03,False,False
2225,2012-04-04,False,False
2226,2012-04-05,False,False
2227,2012-04-09,False,False
2228,2012-04-10,False,False
2229,2012-04-11,False,False
2230,2012-04-12,False,False
2231,2012-04-13,True,False
2232,2012-04-16,False,False
2233,2012-04-17,False,False
2234,2012-04-18,False,False
2235,2012-04-19,False,False
2236,2012-04-20,True,False
2237,2012-04-23,False,False
2238,2012-04-24,False,False
2239,2012-04-25,False,False
2240,2012-04-26,False,False
2241,2012-04-27,True,False
2242,2012-04-30,False,True
2243,2012-05-01,False,False
2244,2012-05-02,False,False
2245,2012-05-03,False,False
2246,2012-05-04,True,False
2247,2012-05-07,False,False
2248,2012-05-08,False,False
2249,2012-05-09,False,False
2250,2012-05-10,False,False
2251,2012-05-11,True,False
2252,2012-05-14,False,False
2253,2012-05-15,False,False
2254,2012-05-16,False,False
2255,2012-05-17,False,False
2256,2012-05-18,True,False
2257,2012-05-21,False,False
2258,2012-05-22,False,False
2259,2012-05-23,False,False
2260,2012-05-24,False,False
2261,2012-05-25,True,False
2262,2012-05-29,False,False
2263,2012-05-30,False,False
2264,2012-05-31,False,True
2265,2012-06-01,True,False
2266,2012-06-04,False,False
2267,2012-06-05,False,False
2268,2012-06-06,False,False
2269,2012-06-07,False,False
2270,2012-06-08,True,False
2271,2012-06-11,False,False
2272,2012-06-12,False,False
2273,2012-06-13,False,False
2274,2012-06-14,False,False
2275,2012-06-15,True,False
2276,2012-06-18,False,False
2277,2012-06-19,False,False
2278,2012-06-20,False,False
2279,2012-06-21,False,False
2280,2012-06-22,True,False
2281,2012-06-25,False,False
2282,2012-06-26,False,False
2283,2012-06-27,False,False
2284,2012-06-28,False,False
2285,2012-06-29,True,True
2286,2012-07-02,False,False
2287,2012-07-03,False,False
2288,2012-07-05,False,False
2289,2012-07-06,True,False
2290,2012-07-09,False,False
2291,2012-07-10,False,False
2292,2012-07-11,False,False
2293,2012-07-12,False,False
2294,2012-07-13,True,False
2295,2012-07-16,False,False
2296,2012-07-17,False,False
2297,2012-07-18,False,False
2298,2012-07-19,False,False
2299,2012-07-20,True,False
2300,2012-07-23,False,False
2301,2012-07-24,False,False
2302,2012-07-25,False,False
2303,2012-07-26,False,False
2304,2012-07-27,True,False
2305,2012-07-30,False,False
2306,2012-07-31,False,True
2307,2012-08-01,False,False
2308,2012-08-02,False,False
2309,2012-08-03,True,False
2310,2012-08-06,False,False
2311,2012-08-07,False,False
2312,2012-08-08,False,False
2313,2012-08-09,False,False
2314,2012-08-10,True,False
2315,2012-08-13,False,False
2316,2012-08-14,False,False
2317,2012-08-15,False,False
2318,2012-08-16,False,False
2319,2012-08-17,True,False
2320,2012-08-20,False,False
2321,2012-08-21,False,False
2322,2012-08-22,False,False
2323,2012-08-23,False,False
2324,2012-08-24,True,False
2325,2012-08-27,False,False
2326,2012-08-28,False,False
2327,2012-08-29,False,False
2328,2012-08-30,False,False
2329,2012-08-31,True,True
2330,2012-09-04,False,False
2331,2012-09-05,False,False
2332,2012-09-06,False,False
2333,2012-09-07,True,False
2334,2012-09-10,False,False
2335,2012-09-11,False,False
2336,2012-09-12,False,False
2337,2012-09-13,False,False
2338,2012-09-14,True,False
2339,2012-09-17,False,False
2340,2012-09-18,False,False
2341,2012-09-19,False,False
2342,2012-09-20,False,False
2343,2012-09-21,True,False
2344,2012-09-24,False,False
2345,2012-09-25,False,False
2346,2012-09-26,False,False
2347,2012-09-27,False,False
2348,2012-09-28,True,True
2349,2012-10-01,False,False
2350,2012-10-02,False,False
2351,2012-10-03,False,False
2352,2012-10-04,False,False
2353,2012-10-05,True,False
2354,2012-10-08,False,False
2355,2012-10-09,False,False
2356,2012-10-10,False,False
2357,2012-10-11,False,False
2358,2012-10-12,True,False
2359,2012-10-15,False,False
2360,2012-10-16,False,False
2361,2012-10-17,False,False
2362,2012-10-18,False,False
2363,2012-10-19,True,False
2364,2012-10-22,False,False
2365,2012-10-23,False,False
2366,2012-10-24,False,False
2367,2012-10-25,False,False
2368,2012-10-26,True,False
2369,2012-10-31,False,True
2370,2012-11-01,False,False
2371,2012-11-02,True,False
2372,2012-11-05,False,False
2373,2012-11-06,False,False
2374,2012-11-07,False,False
2375,2012-11-08,False,False
2376,2012-11-09,True,False
2377,2012-11-12,False,False
2378,2012-11-13,False,False
2379,2012-11-14,False,False
2380,2012-11-15,False,False
2381,2012-11-16,True,False
2382,2012-11-19,False,False
2383,2012-11-20,False,False
2384,2012-11-21,False,False
2385,2012-11-23,True,False
2386,2012-11-26,False,False
2387,2012-11-27,False,False
2388,2012-11-28,False,False
2389,2012-11-29,False,False
2390,2012-11-30,True,True
2391,2012-12-03,False,False
2392,2012-12-04,False,False
2393,2012-12-05,False,False
2394,2012-12-06,False,False
2395,2012-12-07,True,False
2396,2012-12-10,False,False
2397,2012-12-11,False,False
2398,2012-12-12,False,False
2399,2012-12-13,False,False
2400,2012-12-14,True,False
2401,2012-12-17,False,False
2402,2012-12-18,False,False
2403,2012-12-19,False,False
2404,2012-12-20,False,False
2405,2012-12-21,True,False
2406,2012-12-24,False,False
2407,2012-12-26,False,False
2408,2012-12-27,False,False
2409,2012-12-28,True,False
2410,2012-12-31,False,True
2411,2013-01-02,False,False
2412,2013-01-03,False,False
2413,2013-01-04,True,False
2414,2013-01-07,False,False
2415,2013-01-08,False,False
2416,2013-01-09,False,False
2417,2013-01-10,False,False
2418,2013-01-11,True,False
2419,2013-01-14,False,False
2420,2013-01-15,False,False
2421,2013-01-16,False,False
2422,2013-01-17,False,False
2423,2013-01-18,True,False
2424,2013-01-22,False,False
2425,2013-01-23,False,False
2426,2013-01-24,False,False
2427,2013-01-25,True,False
2428,2013-01-28,False,False
2429,2013-01-29,False,False
2430,2013-01-30,False,False
2431,2013-01-31,False,True
2432,2013-02-01,True,False
2433,2013-02-04,False,False
2434,2013-02-05,False,False
2435,2013-02-06,False,False
2436,2013-02-07,False,False
2437,2013-02-08,True,False
2438,2013-02-11,False,False
2439,2013-02-12,False,False
2440,2013-02-13,False,False
2441,2013-02-14,False,False
2442,2013-02-15,True,False
2443,2013-02-19,False,False
2444,2013-02-20,False,False
2445,2013-02-21,False,False
2446,2013-02-22,True,False
2447,2013-02-25,False,False
2448,2013-02-26,False,False
2449,2013-02-27,False,False
2450,2013-02-28,False,True
2451,2013-03-01,True,False
2452,2013-03-04,False,False
2453,2013-03-05,False,False
2454,2013-03-06,False,False
2455,2013-03-07,False,False
2456,2013-03-08,True,False
2457,2013-03-11,False,False
2458,2013-03-12,False,False
2459,2013-03-13,False,False
2460,2013-03-14,False,False
2461,2013-03-15,True,False
2462,2013-03-18,False,False
2463,2013-03-19,False,False
2464,2013-03-20,False,False
2465,2013-03-21,False,False
2466,2013-03-22,True,False
2467,2013-03-25,False,False
2468,2013-03-26,False,False
2469,2013-03-27,False,False
2470,2013-03-28,False,True
2471,2013-04-01,False,False
2472,2013-04-02,False,False
2473,2013-04-03,False,False
2474,2013-04-04,False,False
2475,2013-04-05,True,False
2476,2013-04-08,False,False
2477,2013-04-09,False,False
2478,2013-04-10,False,False
2479,2013-04-11,False,False
2480,2013-04-12,True,False
2481,2013-04-15,False,False
2482,2013-04-16,False,False
2483,2013-04-17,False,False
2484,2013-04-18,False,False
2485,2013-04-19,True,False
2486,2013-04-22,False,False
2487,2013-04-23,False,False
2488,2013-04-24,False,False
2489,2013-04-25,False,False
2490,2013-04-26,True,False
2491,2013-04-29,False,False
2492,2013-04-30,False,True
2493,2013-05-01,False,False
2494,2013-05-02,False,False
2495,2013-05-03,True,False
2496,2013-05-06,False,False
2497,2013-05-07,False,False
2498,2013-05-08,False,False
2499,2013-05-09,False,False
2500,2013-05-10,True,False
2501,2013-05-13,False,False
2502,2013-05-14,False,False
2503,2013-05-15,False,False
2504,2013-05-16,False,False
2505,2013-05-17,True,False
2506,2013-05-20,False,False
2507,2013-05-21,False,False
2508,2013-05-22,False,False
2509,2013-05-23,False,False
2510,2013-05-24,True,False
2511,2013-05-28,False,False
2512,2013-05-29,False,False
2513,2013-05-30,False,False
2514,2013-05-31,True,True
2515,2013-06-03,False,False
2516,2013-06-04,False,False
2517,2013-06-05,False,False
2518,2013-06-06,False,False
2519,2013-06-07,True,False
2520,2013-06-10,False,False
2521,2013-06-11,False,False
2522,2013-06-12,False,False
2523,2013-06-13,False,False
2524,2013-06-14,True,False
2525,2013-06-17,False,False
2526,2013-06-18,False,False
2527,2013-06-19,False,False
2528,2013-06-20,False,False
2529,2013-06-21,True,False
2530,2013-06-24,False,False
2531,2013-06-25,False,False
2532,2013-06-26,False,False
2533,2013-06-27,False,False
2534,2013-06-28,True,True
2535,2013-07-01,False,False
2536,2013-07-02,False,False
2537,2013-07-03,False,False
2538,2013-07-05,True,False
2539,2013-07-08,False,False
2540,2013-07-09,False,False
2541,2013-07-10,False,False
2542,2013-07-11,False,False
2543,2013-07-12,True,False
2544,2013-07-15,False,False
2545,2013-07-16,False,False
2546,2013-07-17,False,False
2547,2013-07-18,False,False
2548,2013-07-19,True,False
2549,2013-07-22,False,False
2550,2013-07-23,False,False
2551,2013-07-24,False,False
2552,2013-07-25,False,False
2553,2013-07-26,True,False
2554,2013-07-29,False,False
2555,2013-07-30,False,False
2556,2013-07-31,False,True
2557,2013-08-01,False,False
2558,2013-08-02,True,False
2559,2013-08-05,False,False
2560,2013-08-06,False,False
2561,2013-08-07,False,False
2562,2013-08-08,False,False
2563,2013-08-09,True,False
2564,2013-08-12,False,False
2565,2013-08-13,False,False
2566,2013-08-14,False,False
2567,2013-08-15,False,False
2568,2013-08-16,True,False
2569,2013-08-19,False,False
2570,2013-08-20,False,False
2571,2013-08-21,False,False
2572,2013-08-22,False,False
2573,2013-08-23,True,False
2574,2013-08-26,False,False
2575,2013-08-27,False,False
2576,2013-08-28,False,False
2577,2013-08-29,False,False
2578,2013-08-30,True,True
2579,2013-09-03,False,False
2580,2013-09-04,False,False
2581,2013-09-05,False,False
2582,2013-09-06,True,False
2583,2013-09-09,False,False
2584,2013-09-10,False,False
2585,2013-09-11,False,False
2586,2013-09-12,False,False
2587,2013-09-13,True,False
2588,2013-09-16,False,False
2589,2013-09-17,False,False
2590,2013-09-18,False,False
2591,2013-09-19,False,False
2592,2013-09-20,True,False
2593,2013-09-23,False,False
2594,2013-09-24,False,False
2595,2013-09-25,False,False
2596,2013-09-26,False,False
2597,2013-09-27,True,False
2598,2013-09-30,False,True
2599,2013-10-01,False,False
2600,2013-10-02,False,False
2601,2013-10-03,False,False
2602,2013-10-04,True,False
2603,2013-10-07,False,False
2604,2013-10-08,False,False
2605,2013-10-09,False,False
2606,2013-10-10,False,False
2607,2013-10-11,True,False
2608,2013-10-14,False,False
2609,2013-10-15,False,False
2610,2013-10-16,False,False
2611,2013-10-17,False,False
2612,2013-10-18,True,False
2613,2013-10-21,False,False
2614,2013-10-22,False,False
2615,2013-10-23,False,False
2616,2013-10-24,False,False
2617,2013-10-25,True,False
2618,2013-10-28,False,False
2619,2013-10-29,False,False
2620,2013-10-30,False,False
2621,2013-10-31,False,True
2622,2013-11-01,True,False
2623,2013-11-04,False,False
2624,2013-11-05,False,False
2625,2013-11-06,False,False
2626,2013-11-07,False,False
2627,2013-11-08,True,False
2628,2013-11-11,False,False
2629,2013-11-12,False,False
2630,2013-11-13,False,False
2631,2013-11-14,False,False
2632,2013-11-15,True,False
2633,2013-11-18,False,False
2634,2013-11-19,False,False
2635,2013-11-20,False,False
2636,2013-11-21,False,False
2637,2013-11-22,True,False
2638,2013-11-25,False,False
2639,2013-11-26,False,False
2640,2013-11-27,False,False
2641,2013-11-29,True,True
2642,2013-12-02,False,False
2643,2013-12-03,False,False
2644,2013-12-04,False,False
2645,2013-12-05,False,False
2646,2013-12-06,True,False
2647,2013-12-09,False,False
2648,2013-12-10,False,False
2649,2013-12-11,False,False
2650,2013-12-12,False,False
2651,2013-12-13,True,False
2652,2013-12-16,False,False
2653,2013-12-17,False,False
2654,2013-12-18,False,False
2655,2013-12-19,False,False
2656,2013-12-20,True,False
2657,2013-12-23,False,False
2658,2013-12-24,False,False
2659,2013-12-26,False,False
2660,2013-12-27,True,False
2661,2013-12-30,False,False
2662,2013-12-31,False,True
2663,2014-01-02,False,False
2664,2014-01-03,True,False
2665,2014-01-06,False,False
2666,2014-01-07,False,False
2667,2014-01-08,False,False
2668,2014-01-09,False,False
2669,2014-01-10,True,False
2670,2014-01-13,False,False
2671,2014-01-14,False,False
2672,2014-01-15,False,False
2673,2014-01-16,False,False
2674,2014-01-17,True,False
2675,2014-01-21,False,False
2676,2014-01-22,False,False
2677,2014-01-23,False,False
2678,2014-01-24,True,False
2679,2014-01-27,False,False
2680,2014-01-28,False,False
2681,2014-01-29,False,False
2682,2014-01-30,False,False
2683,2014-01-31,True,True
2684,2014-02-03,False,False
2685,2014-02-04,False,False
2686,2014-02-05,False,False
2687,2014-02-06,False,False
2688,2014-02-07,True,False
2689,2014-02-10,False,False
2690,2014-02-11,False,False
2691,2014-02-12,False,False
2692,2014-02-13,False,False
2693,2014-02-14,True,False
2694,2014-02-18,False,False
2695,2014-02-19,False,False
2696,2014-02-20,False,False
2697,2014-02-21,True,False
2698,2014-02-24,False,False
2699,2014-02-25,False,False
2700,2014-02-26,False,False
2701,2014-02-27,False,False
2702,2014-02-28,True,True
2703,2014-03-03,False,False
2704,2014-03-04,False,False
2705,2014-03-05,False,False
2706,2014-03-06,False,False
2707,2014-03-07,True,False
2708,2014-03-10,False,False
2709,2014-03-11,False,False
2710,2014-03-12,False,False
2711,2014-03-13,False,False
2712,2014-03-14,True,False
2713,2014-03-17,False,False
2714,2014-03-18,False,False
2715,2014-03-19,False,False
2716,2014-03-20,False,False
2717,2014-03-21,True,False
2718,2014-03-24,False,False
2719,2014-03-25,False,False
2720,2014-03-26,False,False
2721,2014-03-27,False,False
2722,2014-03-28,True,False
2723,2014-03-31,False,True
2724,2014-04-01,False,False
2725,2014-04-02,False,False
2726,2014-04-03,False,False
2727,2014-04-04,True,False
2728,2014-04-07,False,False
2729,2014-04-08,False,False
2730,2014-04-09,False,False
2731,2014-04-10,False,False
2732,2014-04-11,True,False
2733,2014-04-14,False,False
2734,2014-04-15,False,False
2735,2014-04-16,False,False
2736,2014-04-17,False,False
2737,2014-04-21,False,False
2738,2014-04-22,False,False
2739,2014-04-23,False,False
2740,2014-04-24,False,False
2741,2014-04-25,True,False
2742,2014-04-28,False,False
2743,2014-04-29,False,False
2744,2014-04-30,False,True
2745,2014-05-01,False,False
2746,2014-05-02,True,False
2747,2014-05-05,False,False
2748,2014-05-06,False,False
2749,2014-05-07,False,False
2750,2014-05-08,False,False
2751,2014-05-09,True,False
2752,2014-05-12,False,False
2753,2014-05-13,False,False
2754,2014-05-14,False,False
2755,2014-05-15,False,False
2756,2014-05-16,True,False
2757,2014-05-19,False,False
2758,2014-05-20,False,False
2759,2014-05-21,False,False
2760,2014-05-22,False,False
2761,2014-05-23,True,False
2762,2014-05-27,False,False
2763,2014-05-28,False,False
2764,2014-05-29,False,False
2765,2014-05-30,True,True
2766,2014-06-02,False,False
2767,2014-06-03,False,False
2768,2014-06-04,False,False
2769,2014-06-05,False,False
2770,2014-06-06,True,False
2771,2014-06-09,False,False
2772,2014-06-10,False,False
2773,2014-06-11,False,False
2774,2014-06-12,False,False
2775,2014-06-13,True,False
2776,2014-06-16,False,False
2777,2014-06-17,False,False
2778,2014-06-18,False,False
2779,2014-06-19,False,False
2780,2014-06-20,True,False
2781,2014-06-23,False,False
2782,2014-06-24,False,False
2783,2014-06-25,False,False
2784,2014-06-26,False,False
2785,2014-06-27,True,False
2786,2014-06-30,False,True
2787,2014-07-01,False,False
2788,2014-07-02,False,False
2789,2014-07-03,False,False
2790,2014-07-07,False,False
2791,2014-07-08,False,False
2792,2014-07-09,False,False
2793,2014-07-10,False,False
2794,2014-07-11,True,False
2795,2014-07-14,False,False
2796,2014-07-15,False,False
2797,2014-07-16,False,False
2798,2014-07-17,False,False
2799,2014-07-18,True,False
2800,2014-07-21,False,False
2801,2014-07-22,False,False
2802,2014-07-23,False,False
2803,2014-07-24,False,False
2804,2014-07-25,True,False
2805,2014-07-28,False,False
2806,2014-07-29,False,False
2807,2014-07-30,False,False
2808,2014-07-31,False,True
2809,2014-08-01,True,False
2810,2014-08-04,False,False
2811,2014-08-05,False,False
2812,2014-08-06,False,False
2813,2014-08-07,False,False
2814,2014-08-08,True,False
2815,2014-08-11,False,False
2816,2014-08-12,False,False
2817,2014-08-13,False,False
2818,2014-08-14,False,False
2819,2014-08-15,True,False
2820,2014-08-18,False,False
2821,2014-08-19,False,False
2822,2014-08-20,False,False
2823,2014-08-21,False,False
2824,2014-08-22,True,False
2825,2014-08-25,False,False
2826,2014-08-26,False,False
2827,2014-08-27,False,False
2828,2014-08-28,False,False
2829,2014-08-29,True,True
2830,2014-09-02,False,False
2831,2014-09-03,False,False
2832,2014-09-04,False,False
2833,2014-09-05,True,False
2834,2014-09-08,False,False
2835,2014-09-09,False,False
2836,2014-09-10,False,False
2837,2014-09-11,False,False
2838,2014-09-12,True,False
2839,2014-09-15,False,False
2840,2014-09-16,False,False
2841,2014-09-17,False,False
2842,2014-09-18,False,False
2843,2014-09-19,True,False
2844,2014-09-22,False,False
2845,2014-09-23,False,False
2846,2014-09-24,False,False
2847,2014-09-25,False,False
2848,2014-09-26,True,False
2849,2014-09-29,False,False
2850,2014-09-30,False,True
2851,2014-10-01,False,False
2852,2014-10-02,False,False
2853,2014-10-03,True,False
2854,2014-10-06,False,False
2855,2014-10-07,False,False
2856,2014-10-08,False,False
2857,2014-10-09,False,False
2858,2014-10-10,True,False
2859,2014-10-13,False,False
2860,2014-10-14,False,False
2861,2014-10-15,False,False
2862,2014-10-16,False,False
2863,2014-10-17,True,False
2864,2014-10-20,False,False
2865,2014-10-21,False,False
2866,2014-10-22,False,False
2867,2014-10-23,False,False
2868,2014-10-24,True,False
2869,2014-10-27,False,False
2870,2014-10-28,False,False
2871,2014-10-29,False,False
2872,2014-10-30,False,False
2873,2014-10-31,True,True
2874,2014-11-03,False,False
2875,2014-11-04,False,False
2876,2014-11-05,False,False
2877,2014-11-06,False,False
2878,2014-11-07,True,False
2879,2014-11-10,False,False
2880,2014-11-11,False,False
2881,2014-11-12,False,False
2882,2014-11-13,False,False
2883,2014-11-14,True,False
2884,2014-11-17,False,False
2885,2014-11-18,False,False
2886,2014-11-19,False,False
2887,2014-11-20,False,False
2888,2014-11-21,True,False
2889,2014-11-24,False,False
2890,2014-11-25,False,False
2891,2014-11-26,False,False
2892,2014-11-28,True,True
2893,2014-12-01,False,False
2894,2014-12-02,False,False
2895,2014-12-03,False,False
2896,2014-12-04,False,False
2897,2014-12-05,True,False
2898,2014-12-08,False,False
2899,2014-12-09,False,False
2900,2014-12-10,False,False
2901,2014-12-11,False,False
2902,2014-12-12,True,False
2903,2014-12-15,False,False
2904,2014-12-16,False,False
2905,2014-12-17,False,False
2906,2014-12-18,False,False
2907,2014-12-19,True,False
2908,2014-12-22,False,False
2909,2014-12-23,False,False
2910,2014-12-24,False,False
2911,2014-12-26,True,False
2912,2014-12-29,False,False
2913,2014-12-30,False,False
2914,2014-12-31,False,True
2915,2015-01-02,True,False
2916,2015-01-05,False,False
2917,2015-01-06,False,False
2918,2015-01-07,False,False
2919,2015-01-08,False,False
2920,2015-01-09,True,False
2921,2015-01-12,False,False
2922,2015-01-13,False,False
2923,2015-01-14,False,False
2924,2015-01-15,False,False
2925,2015-01-16,True,False
2926,2015-01-20,False,False
2927,2015-01-21,False,False
2928,2015-01-22,False,False
2929,2015-01-23,True,False
2930,2015-01-26,False,False
2931,2015-01-27,False,False
2932,2015-01-28,False,False
2933,2015-01-29,False,False
2934,2015-01-30,True,True
2935,2015-02-02,False,False
2936,2015-02-03,False,False
2937,2015-02-04,False,False
2938,2015-02-05,False,False
2939,2015-02-06,True,False
2940,2015-02-09,False,False
2941,2015-02-10,False,False
2942,2015-02-11,False,False
2943,2015-02-12,False,False
2944,2015-02-13,True,False
2945,2015-02-17,False,False
2946,2015-02-18,False,False
2947,2015-02-19,False,False
2948,2015-02-20,True,False
2949,2015-02-23,False,False
2950,2015-02-24,False,False
2951,2015-02-25,False,False
2952,2015-02-26,False,False
2953,2015-02-27,True,True
2954,2015-03-02,False,False
2955,2015-03-03,False,False
2956,2015-03-04,False,False
2957,2015-03-05,False,False
2958,2015-03-06,True,False
2959,2015-03-09,False,False
2960,2015-03-10,False,False
2961,2015-03-11,False,False
2962,2015-03-12,False,False
2963,2015-03-13,True,False
2964,2015-03-16,False,False
2965,2015-03-17,False,False
2966,2015-03-18,False,False
2967,2015-03-19,False,False
2968,2015-03-20,True,False
2969,2015-03-23,False,False
2970,2015-03-24,False,False
2971,2015-03-25,False,False
2972,2015-03-26,False,False
2973,2015-03-27,True,False
2974,2015-03-30,False,False
2975,2015-03-31,False,True
2976,2015-04-01,False,False
2977,2015-04-02,False,False
2978,2015-04-06,False,False
2979,2015-04-07,False,False
2980,2015-04-08,False,False
2981,2015-04-09,False,False
2982,2015-04-10,True,False
2983,2015-04-13,False,False
2984,2015-04-14,False,False
2985,2015-04-15,False,False
2986,2015-04-16,False,False
2987,2015-04-17,True,False
2988,2015-04-20,False,False
2989,2015-04-21,False,False
2990,2015-04-22,False,False
2991,2015-04-23,False,False
2992,2015-04-24,True,False
2993,2015-04-27,False,False
2994,2015-04-28,False,False
2995,2015-04-29,False,False
2996,2015-04-30,False,True
2997,2015-05-01,True,False
2998,2015-05-04,False,False
2999,2015-05-05,False,False
3000,2015-05-06,False,False
3001,2015-05-07,False,False
3002,2015-05-08,True,False
3003,2015-05-11,False,False
3004,2015-05-12,False,False
3005,2015-05-13,False,False
3006,2015-05-14,False,False
3007,2015-05-15,True,False
3008,2015-05-18,False,False
3009,2015-05-19,False,False
3010,2015-05-20,False,False
3011,2015-05-21,False,False
3012,2015-05-22,True,False
3013,2015-05-26,False,False
3014,2015-05-27,False,False
3015,2015-05-28,False,False
3016,2015-05-29,True,True
3017,2015-06-01,False,False
3018,2015-06-02,False,False
3019,2015-06-03,False,False
3020,2015-06-04,False,False
3021,2015-06-05,True,False
3022,2015-06-08,False,False
3023,2015-06-09,False,False
3024,2015-06-10,False,False
3025,2015-06-11,False,False
3026,2015-06-12,True,False
3027,2015-06-15,False,False
3028,2015-06-16,False,False
3029,2015-06-17,False,False
3030,2015-06-18,False,False
3031,2015-06-19,True,False
3032,2015-06-22,False,False
3033,2015-06-23,False,False
3034,2015-06-24,False,False
3035,2015-06-25,False,False
3036,2015-06-26,True,False
3037,2015-06-29,False,False
3038,2015-06-30,False,True
3039,2015-07-01,False,False
3040,2015-07-02,False,False
3041,2015-07-06,False,False
3042,2015-07-07,False,False
3043,2015-07-08,False,False
3044,2015-07-09,False,False
3045,2015-07-10,True,False
3046,2015-07-13,False,False
3047,2015-07-14,False,False
3048,2015-07-15,False,False
3049,2015-07-16,False,False
3050,2015-07-17,True,False
3051,2015-07-20,False,False
3052,2015-07-21,False,False
3053,2015-07-22,False,False
3054,2015-07-23,False,False
3055,2015-07-24,True,False
3056,2015-07-27,False,False
3057,2015-07-28,False,False
3058,2015-07-29,False,False
3059,2015-07-30,False,False
3060,2015-07-31,True,True
3061,2015-08-03,False,False
